station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
SBMT,2024-01-04 17:00,75.20,68.00,78.34,190.00,8.00,0.00,29.94,,6.21,,SCT,BKN,,,2000.00,4000.00,,,,,,,,,,75.20,SBMT 041700Z 19008KT 9999 SCT020 BKN040 24/20 Q1014,
SBMT,2024-01-04 18:00,73.40,68.00,83.21,150.00,6.00,0.00,29.94,,6.21,,FEW,SCT,BKN,,1500.00,2000.00,4000.00,,,,,,,,,73.40,SBMT 041800Z 15006KT 9999 FEW015 SCT020 BKN040 23/20 Q1014,
SBMT,2024-01-04 19:00,75.20,68.00,78.34,150.00,9.00,0.00,29.91,,6.21,,FEW,SCT,BKN,,1500.00,2000.00,4000.00,,,,,,,,,75.20,SBMT 041900Z 15009KT 9999 FEW015 SCT020 BKN040 24/20 Q1013,
SBMT,2024-01-04 20:00,71.60,66.20,83.09,170.00,9.00,0.00,29.91,,6.21,,FEW,SCT,BKN,,1500.00,2000.00,4000.00,,,,,,,,,71.60,SBMT 042000Z 17009KT 9999 FEW015 SCT020 BKN040 22/19 Q1013,
SBMT,2024-01-04 21:00,71.60,66.20,83.09,170.00,8.00,0.00,29.94,,2.49,,FEW,SCT,BKN,,1300.00,1500.00,2000.00,,-DZ,,,,,,,71.60,COR SBMT 042100Z 17008KT 120V210 4000 -DZ FEW013 SCT015 BKN020 22/19 Q1014,
SBMT,2024-01-04 22:00,68.00,66.20,93.97,160.00,6.00,0.00,29.97,,1.86,,FEW,BKN,BKN,,900.00,1300.00,1500.00,,-RA,,,,,,,68.00,SBMT 042200Z 16006KT 3000 -RA FEW009 BKN013 BKN015 20/19 Q1015,
SBMT,2024-01-04 23:00,68.00,66.20,93.97,160.00,5.00,0.00,29.97,,2.49,,FEW,SCT,BKN,,900.00,1300.00,1500.00,,-RA,,,,,,,68.00,SBMT 042300Z 16005KT 120V230 4000 -RA FEW009 SCT013 BKN015 20/19 Q1015,
SBMT,2024-01-05 00:00,68.00,66.20,93.97,110.00,3.00,0.00,30.00,,2.49,,SCT,SCT,BKN,,900.00,1300.00,1500.00,,RA BR,,,,,,,68.00,SBMT 050000Z 11003KT 4000 RA BR SCT009 SCT013 BKN015 20/19 Q1016,
SBMT,2024-01-05 01:00,68.00,66.20,93.97,160.00,5.00,0.00,30.00,,3.11,,SCT,SCT,BKN,,900.00,1300.00,1500.00,,-RA BR,,,,,,,68.00,SBMT 050100Z 16005KT 5000 -RA BR SCT009 SCT013 BKN015 20/19 Q1016 RERA,
SBMT,2024-01-05 02:00,68.00,66.20,93.97,150.00,4.00,0.00,30.00,,4.35,,SCT,BKN,BKN,,900.00,1300.00,1500.00,,-RA,,,,,,,68.00,SBMT 050200Z 15004KT 7000 -RA SCT009 BKN013 BKN015 20/19 Q1016,
SBMT,2024-01-05 09:00,66.20,64.40,93.92,110.00,3.00,0.00,29.97,,6.21,,SCT,BKN,,,1100.00,1300.00,,,,,,,,,,66.20,SBMT 050900Z 11003KT 9999 SCT011 BKN013 19/18 Q1015,
SBMT,2024-01-05 10:00,68.00,64.40,88.26,110.00,5.00,0.00,29.97,,6.21,,SCT,BKN,,,1300.00,1500.00,,,,,,,,,,68.00,SBMT 051000Z 11005KT 9999 SCT013 BKN015 20/18 Q1015,
SBMT,2024-01-05 11:00,71.60,64.40,78.04,120.00,4.00,0.00,29.97,,6.21,,BKN,,,,1500.00,,,,,,,,,,,71.60,SBMT 051100Z 12004KT 9999 BKN015 22/18 Q1015,
SBMT,2024-01-05 12:00,71.60,62.60,73.27,150.00,4.00,0.00,30.00,,6.21,,BKN,,,,2300.00,,,,,,,,,,,71.60,SBMT 051200Z 15004KT 9999 BKN023 22/17 Q1016,
SBMT,2024-01-05 13:00,73.40,64.40,73.44,90.00,3.00,0.00,30.00,,6.21,,BKN,,,,3000.00,,,,,,,,,,,73.40,SBMT 051300Z 09003KT 9999 BKN030 23/18 Q1016,
SBMT,2024-01-05 14:00,77.00,64.40,65.12,130.00,4.00,0.00,29.97,,6.21,,BKN,,,,3000.00,,,,,,,,,,,77.00,SBMT 051400Z 13004KT 9999 BKN030 25/18 Q1015,
SBMT,2024-01-05 15:00,69.80,62.60,77.90,160.00,4.00,0.00,29.97,,6.21,,BKN,,,,3300.00,,,,,,,,,,,69.80,SBMT 051500Z 16004KT 9999 BKN033 21/17 Q1015,
SBMT,2024-01-05 16:00,80.60,62.60,54.30,220.00,3.00,0.00,29.94,,6.21,,BKN,,,,4300.00,,,,,,,,,,,81.84,SBMT 051600Z 22003KT 9999 BKN043 27/17 Q1014,
SBMT,2024-01-05 17:00,82.40,62.60,51.21,210.00,5.00,0.00,29.94,,6.21,,BKN,,,,4500.00,,,,,,,,,,,83.41,SBMT 051700Z 21005KT 150V260 9999 BKN045 28/17 Q1014,
SBMT,2024-01-05 18:00,78.80,66.20,65.33,130.00,12.00,0.00,29.91,,6.21,,SCT,BKN,,,3000.00,4500.00,,,,,,,,,,78.80,SBMT 051800Z 13012KT 100V180 9999 SCT030 BKN045 26/19 Q1013,
SBMT,2024-01-05 19:00,77.00,64.40,65.12,160.00,10.00,0.00,29.91,,6.21,,SCT,SCT,,,2500.00,4500.00,,,,,,,,,,77.00,SBMT 051900Z 16010KT 120V200 9999 SCT025 SCT045 25/18 Q1013,
SBMT,2024-01-05 20:00,75.20,64.40,69.14,160.00,9.00,0.00,29.94,,6.21,,SCT,SCT,,,2500.00,4500.00,,,,,,,,,,75.20,SBMT 052000Z 16009KT 100V200 9999 SCT025 SCT045 24/18 Q1014,
SBMT,2024-01-05 21:00,71.60,62.60,73.27,140.00,7.00,0.00,29.94,,6.21,,BKN,BKN,,,2000.00,3000.00,,,,,,,,,,71.60,SBMT 052100Z 14007KT 080V190 9999 BKN020 BKN030 22/17 Q1014,
SBMT,2024-01-05 22:00,71.60,64.40,78.04,130.00,8.00,0.00,29.97,,6.21,,SCT,BKN,BKN,,1700.00,2000.00,3000.00,,,,,,,,,71.60,SBMT 052200Z 13008KT 100V180 9999 SCT017 BKN020 BKN030 22/18 Q1015,
SBMT,2024-01-05 23:00,69.80,62.60,77.90,120.00,8.00,0.00,29.97,,6.21,,SCT,BKN,,,1700.00,2000.00,,,,,,,,,,69.80,SBMT 052300Z 12008KT 080V170 9999 SCT017 BKN020 21/17 Q1015,
SBMT,2024-01-06 00:00,69.80,62.60,77.90,120.00,6.00,0.00,30.00,,6.21,,SCT,BKN,,,1700.00,2000.00,,,,,,,,,,69.80,SBMT 060000Z 12006KT 090V170 9999 SCT017 BKN020 21/17 Q1016,
SBMT,2024-01-06 01:00,69.80,62.60,77.90,100.00,10.00,0.00,30.00,,6.21,,SCT,BKN,,,1700.00,2000.00,,,,,,,,,,69.80,SBMT 060100Z 10010KT 9999 SCT017 BKN020 21/17 Q1016,
SBMT,2024-01-06 02:00,68.00,62.60,82.86,80.00,9.00,0.00,30.00,,6.21,,SCT,BKN,,,1700.00,2000.00,,,,,,,,,,68.00,SBMT 060200Z 08009KT 9999 SCT017 BKN020 20/17 Q1016,
SBMT,2024-01-06 09:00,68.00,60.80,77.75,100.00,7.00,0.00,29.97,,6.21,,BKN,,,,1500.00,,,,,,,,,,,68.00,SBMT 060900Z 10007KT 9999 BKN015 20/16 Q1015,
SBMT,2024-01-06 10:00,68.00,60.80,77.75,100.00,7.00,0.00,30.00,,6.21,,BKN,,,,1500.00,,,,,,,,,,,68.00,SBMT 061000Z 10007KT 9999 BKN015 20/16 Q1016,
SBMT,2024-01-06 11:00,69.80,60.80,73.09,90.00,6.00,0.00,30.00,,6.21,,BKN,,,,2500.00,,,,,,,,,,,69.80,SBMT 061100Z 09006KT 9999 BKN025 21/16 Q1016,
SBMT,2024-01-06 12:00,73.40,60.80,64.69,80.00,6.00,0.00,30.00,,6.21,,BKN,,,,2500.00,,,,,,,,,,,73.40,SBMT 061200Z 08006KT 9999 BKN025 23/16 Q1016,
SBMT,2024-01-06 13:00,75.20,60.80,60.90,120.00,8.00,0.00,30.00,,6.21,,SCT,,,,2500.00,,,,,,,,,,,75.20,SBMT 061300Z 12008KT 9999 SCT025 24/16 Q1016,
SBMT,2024-01-06 14:00,77.00,60.80,57.36,100.00,5.00,0.00,30.00,,6.21,,SCT,,,,3000.00,,,,,,,,,,,77.00,SBMT 061400Z 10005KT 9999 SCT030 25/16 Q1016,
SBMT,2024-01-06 15:00,80.60,60.80,50.95,100.00,6.00,0.00,30.00,,6.21,,SCT,,,,4000.00,,,,,,,,,,,81.46,SBMT 061500Z 10006KT 9999 SCT040 27/16 Q1016,
SBMT,2024-01-06 16:00,80.60,59.00,47.79,80.00,7.00,0.00,29.97,,6.21,,SCT,,,,4000.00,,,,,,,,,,,81.11,SBMT 061600Z 08007KT 9999 SCT040 27/15 Q1015,
SBMT,2024-01-06 17:00,82.40,66.20,58.08,160.00,9.00,0.00,29.97,,6.21,,SCT,,,,4000.00,,,,,,,,,,,84.63,SBMT 061700Z 16009KT 9999 SCT040 28/19 Q1015,
SBMT,2024-01-06 18:00,80.60,64.40,57.84,150.00,8.00,0.00,29.94,,6.21,,,,,,,,,,,,,,,,,82.27,SBMT 061800Z 15008KT CAVOK 27/18 Q1014,
SBMT,2024-01-06 19:00,78.80,64.40,61.36,160.00,10.00,0.00,29.94,,6.21,,,,,,,,,,,,,,,,,78.80,SBMT 061900Z 16010KT CAVOK 26/18 Q1014,
SBMT,2024-01-06 20:00,77.00,64.40,65.12,170.00,9.00,0.00,29.94,,6.21,,,,,,,,,,,,,,,,,77.00,SBMT 062000Z 17009KT CAVOK 25/18 Q1014,
SBMT,2024-01-06 21:00,73.40,64.40,73.44,160.00,9.00,0.00,29.97,,6.21,,,,,,,,,,,,,,,,,73.40,SBMT 062100Z 16009KT CAVOK 23/18 Q1015,
SBMT,2024-01-06 22:00,71.60,64.40,78.04,150.00,8.00,0.00,29.97,,6.21,,BKN,,,,2000.00,,,,,,,,,,,71.60,SBMT 062200Z 15008KT 9999 BKN020 22/18 Q1015,
SBMT,2024-01-06 23:00,71.60,62.60,73.27,120.00,9.00,0.00,30.00,,6.21,,BKN,,,,2000.00,,,,,,,,,,,71.60,SBMT 062300Z 12009KT 9999 BKN020 22/17 Q1016,
SBMT,2024-01-07 00:00,69.80,62.60,77.90,100.00,8.00,0.00,30.00,,6.21,,BKN,,,,2000.00,,,,,,,,,,,69.80,SBMT 070000Z 10008KT 9999 BKN020 21/17 Q1016,
SBMT,2024-01-07 01:00,69.80,62.60,77.90,90.00,8.00,0.00,30.03,,6.21,,BKN,,,,2000.00,,,,,,,,,,,69.80,SBMT 070100Z 09008KT 9999 BKN020 21/17 Q1017,
SBMT,2024-01-07 02:00,69.80,62.60,77.90,120.00,9.00,0.00,30.03,,6.21,,SCT,BKN,,,1500.00,1700.00,,,,,,,,,,69.80,SBMT 070200Z 12009KT 9999 SCT015 BKN017 21/17 Q1017,
SBMT,2024-01-07 09:00,68.00,60.80,77.75,90.00,7.00,0.00,29.97,,6.21,,BKN,,,,1200.00,,,,,,,,,,,68.00,COR SBMT 070900Z 09007KT 9999 BKN012 20/16 Q1015,
SBMT,2024-01-07 10:00,69.80,62.60,77.90,60.00,6.00,0.00,30.00,,6.21,,FEW,,,,1300.00,,,,,,,,,,,69.80,SBMT 071000Z 06006KT 9999 FEW013 21/17 Q1016,
